target_id,condition,score,is_spam,rule_count,url_rule_count,rules
syn-004,static_pii,2.3,False,9,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-hub.org]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-004,temporal_kg,3.3,False,10,4,"['ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-org.edu]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'Received: contains illegal IP address', 'ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-org.edu]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid', 'Header says 7bits but body disagrees']"
syn-005,baseline,2.3,False,9,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-org.edu]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-org.edu]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-005,static_pii,2.3,False,9,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-org.edu]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-org.edu]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'DKIM or DK signature exists, but is not valid', 'Message-Id was added by a relay']"
syn-005,temporal_kg,2.3,False,9,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-org.edu]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-org.edu]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'Received: contains illegal IP address', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'DKIM or DK signature exists, but is not valid', 'Message-Id was added by a relay']"
syn-006,baseline,2.3,False,9,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-hub.org]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-006,static_pii,2.3,False,9,4,"['Received: contains illegal IP address', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'RBL: ADMINISTRATOR NOTICE: The query to DNSWL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#DnsBlocklists-dnsbl-block for more information. [192.0.2.1 listed in list.dnswl.org]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-org.edu]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-006,temporal_kg,3.3,False,10,4,"['ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-hub.org]', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid', 'Header says 7bits but body disagrees']"
syn-007,baseline,2.3,False,9,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-hub.org]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-007,static_pii,2.3,False,9,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-hub.org]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-007,temporal_kg,3.3,False,10,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-org.edu]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-org.edu]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Header says 7bits but body disagrees', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-008,baseline,2.3,False,10,5,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-org.edu]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-org.edu]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'Received: contains illegal IP address', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to DNSWL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#DnsBlocklists-dnsbl-block for more information. [192.0.2.1 listed in list.dnswl.org]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'DKIM or DK signature exists, but is not valid', 'Message-Id was added by a relay']"
syn-008,static_pii,2.3,False,10,5,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-org.edu]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-org.edu]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'RBL: ADMINISTRATOR NOTICE: The query to DNSWL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#DnsBlocklists-dnsbl-block for more information. [192.0.2.1 listed in list.dnswl.org]', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-008,temporal_kg,,,,,[]
syn-009,baseline,2.3,False,10,5,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-hub.org]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'RBL: ADMINISTRATOR NOTICE: The query to DNSWL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#DnsBlocklists-dnsbl-block for more information. [192.0.2.1 listed in list.dnswl.org]', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'Received: contains illegal IP address', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-009,static_pii,2.3,False,10,5,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-hub.org]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'RBL: ADMINISTRATOR NOTICE: The query to DNSWL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#DnsBlocklists-dnsbl-block for more information. [192.0.2.1 listed in list.dnswl.org]', 'Received: contains illegal IP address', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-009,temporal_kg,3.3,False,10,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-org.edu]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-org.edu]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'Received: contains illegal IP address', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Header says 7bits but body disagrees', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
syn-010,baseline,2.3,False,10,5,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-hub.org]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'RBL: ADMINISTRATOR NOTICE: The query to DNSWL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#DnsBlocklists-dnsbl-block for more information. [192.0.2.1 listed in list.dnswl.org]', 'Received: contains illegal IP address', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'DKIM or DK signature exists, but is not valid', 'Message-Id was added by a relay']"
syn-010,static_pii,2.3,False,9,4,"['ADMINISTRATOR NOTICE: The query to URIBL was blocked.  See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information. [URIs: research-hub.org]', 'ADMINISTRATOR NOTICE: The query to dbl.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'RBL: ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [192.0.2.1 listed in zen.spamhaus.org]', 'Received: contains illegal IP address', 'ADMINISTRATOR NOTICE: The query to zen.spamhaus.org was blocked due to usage of an open resolver. See https://www.spamhaus.org/returnc/pub/ [URIs: research-hub.org]', 'No valid author signature and domain not in DNS', 'Message has a DKIM or DK signature, not necessarily valid', 'Message-Id was added by a relay', 'DKIM or DK signature exists, but is not valid']"
