target_id,pair,var_a,var_b,model,winner,confidence,reasoning,swapped,persona_index
per-054,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Ivan Petrov
per-054,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Ivan Petrov
per-055,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Maria Fernandez
per-055,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Maria Fernandez
per-055,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Maria Fernandez
per-055,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Maria Fernandez
per-055,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Maria Fernandez
per-055,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Maria Fernandez
per-056,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. James O’Connor
per-056,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. James O’Connor
per-056,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. James O’Connor
per-056,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. James O’Connor
per-056,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. James O’Connor
per-056,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. James O’Connor
per-057,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Aisha Khan
per-057,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Aisha Khan
per-057,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Aisha Khan
per-057,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Aisha Khan
per-057,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Aisha Khan
per-057,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Aisha Khan
per-058,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Jean-Luc Dubois
per-058,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Jean-Luc Dubois
per-058,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Jean-Luc Dubois
per-058,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Jean-Luc Dubois
per-058,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Jean-Luc Dubois
per-058,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,B,,,False,Dr. Jean-Luc Dubois
per-059,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Nandita Rao
per-059,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Nandita Rao
per-059,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Nandita Rao
per-059,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Nandita Rao
per-059,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Nandita Rao
per-059,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Nandita Rao
per-060,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Michael Schmidt
per-060,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Michael Schmidt
per-060,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Michael Schmidt
per-060,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Michael Schmidt
per-060,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Michael Schmidt
per-060,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Michael Schmidt
per-061,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Lila Benali
per-061,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Lila Benali
per-061,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Lila Benali
per-061,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Lila Benali
per-061,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Lila Benali
per-061,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Lila Benali
per-062,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. David Lee
per-062,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. David Lee
per-062,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. David Lee
per-062,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. David Lee
per-062,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. David Lee
per-062,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. David Lee
per-063,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Hana Kim
per-063,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Hana Kim
per-063,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Hana Kim
per-063,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Hana Kim
per-063,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Hana Kim
per-063,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Hana Kim
per-064,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Ahmed El-Sayed
per-064,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Ahmed El-Sayed
per-064,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Ahmed El-Sayed
per-064,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Ahmed El-Sayed
per-064,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Ahmed El-Sayed
per-064,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Ahmed El-Sayed
per-065,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Sophie Martin
per-065,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Sophie Martin
per-065,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Sophie Martin
per-065,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Sophie Martin
per-065,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Sophie Martin
per-065,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Sophie Martin
per-066,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Jorge Ramirez
per-066,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Jorge Ramirez
per-066,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Jorge Ramirez
per-066,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Jorge Ramirez
per-066,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Jorge Ramirez
per-066,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Jorge Ramirez
per-067,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Elena Ivanova
per-067,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Elena Ivanova
per-067,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Elena Ivanova
per-067,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Elena Ivanova
per-067,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Elena Ivanova
per-067,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Elena Ivanova
