target_id,pair,var_a,var_b,model,winner,confidence,reasoning,swapped,persona_index
per-114,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Mei Lin
per-114,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Mei Lin
per-115,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Bjorn Andersen
per-115,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Bjorn Andersen
per-115,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Bjorn Andersen
per-116,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Chandra Rai
per-116,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Chandra Rai
per-116,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Chandra Rai
per-116,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Chandra Rai
per-116,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Chandra Rai
per-116,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Chandra Rai
per-117,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Thiago Costa
per-117,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Thiago Costa
per-117,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Thiago Costa
per-117,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,B,,,False,Dr. Thiago Costa
per-117,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Thiago Costa
per-117,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Thiago Costa
per-118,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Nadia Bakari
per-118,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Nadia Bakari
per-118,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Nadia Bakari
per-119,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Carlos Mendez
per-119,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Carlos Mendez
per-119,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Carlos Mendez
per-119,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Carlos Mendez
per-119,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Carlos Mendez
per-119,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Carlos Mendez
per-120,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Aisha Mohammed
per-120,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Aisha Mohammed
per-120,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Aisha Mohammed
per-120,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Aisha Mohammed
per-120,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Aisha Mohammed
per-120,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Aisha Mohammed
per-121,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Natasha Ivanova
per-121,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Natasha Ivanova
per-121,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Natasha Ivanova
per-121,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Natasha Ivanova
per-121,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Natasha Ivanova
per-121,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Natasha Ivanova
per-122,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Carlos Mendez
per-122,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Carlos Mendez
per-122,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Carlos Mendez
per-122,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Carlos Mendez
per-122,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Carlos Mendez
per-122,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Carlos Mendez
per-123,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Natasha Ivanova
per-123,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Natasha Ivanova
per-123,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Natasha Ivanova
per-123,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Natasha Ivanova
per-123,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Natasha Ivanova
per-123,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Natasha Ivanova
per-124,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Ahmed Hassan
per-124,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Ahmed Hassan
per-124,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Ahmed Hassan
per-124,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Ahmed Hassan
per-124,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Ahmed Hassan
per-124,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Ahmed Hassan
per-125,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Fatou Diallo
per-125,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Fatou Diallo
per-125,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Fatou Diallo
per-125,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Fatou Diallo
per-125,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Fatou Diallo
per-125,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Fatou Diallo
per-126,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Yuna Kim
per-126,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,B,,,False,Dr. Yuna Kim
per-126,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Yuna Kim
per-126,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Yuna Kim
per-126,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Yuna Kim
per-126,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Yuna Kim
per-127,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Sofia Papadopoulos
per-127,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Sofia Papadopoulos
per-127,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Sofia Papadopoulos
per-127,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Sofia Papadopoulos
per-127,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Sofia Papadopoulos
per-127,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Sofia Papadopoulos
per-128,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Mei Lin
per-128,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Mei Lin
per-128,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Mei Lin
per-128,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Mei Lin
per-128,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Mei Lin
per-128,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Mei Lin
per-129,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Li Wei
per-129,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Li Wei
per-129,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Li Wei
per-129,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Li Wei
per-129,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Li Wei
per-129,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Li Wei
per-130,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Mei Lin
per-130,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Mei Lin
per-130,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Mei Lin
per-131,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. James Osei
per-131,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. James Osei
per-131,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. James Osei
per-131,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. James Osei
per-131,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. James Osei
per-131,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. James Osei
per-132,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Irina Sokolova
per-132,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Irina Sokolova
per-132,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Irina Sokolova
per-132,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,B,,,False,Dr. Irina Sokolova
per-132,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Irina Sokolova
per-132,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Irina Sokolova
per-133,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Gabriela Ruiz
per-133,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Gabriela Ruiz
per-133,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Gabriela Ruiz
per-133,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Gabriela Ruiz
per-133,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Gabriela Ruiz
per-133,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Gabriela Ruiz
per-134,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Rina Bhattacharya
per-134,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Rina Bhattacharya
per-134,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Rina Bhattacharya
per-134,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Rina Bhattacharya
per-134,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Rina Bhattacharya
per-134,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Rina Bhattacharya
per-135,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Thiago Costa
per-135,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Thiago Costa
per-135,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Thiago Costa
per-135,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Thiago Costa
per-135,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Thiago Costa
per-135,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Thiago Costa
per-136,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Chen Yuan
per-136,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Chen Yuan
per-136,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Chen Yuan
per-136,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Chen Yuan
per-136,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Chen Yuan
per-136,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Chen Yuan
per-137,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Maria Silva
per-137,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Maria Silva
per-137,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Maria Silva
per-137,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Maria Silva
per-137,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Maria Silva
per-137,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Maria Silva
per-138,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Raj Patel
per-138,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Raj Patel
per-138,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Raj Patel
per-138,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Raj Patel
per-138,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Raj Patel
per-138,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Raj Patel
per-139,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Chandra Rai
per-139,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Chandra Rai
per-139,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Chandra Rai
per-139,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Chandra Rai
per-139,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Chandra Rai
per-139,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Chandra Rai
per-140,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Sofia Papadopoulos
per-140,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Sofia Papadopoulos
per-140,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Sofia Papadopoulos
per-141,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Gabriela Ruiz
per-141,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Gabriela Ruiz
per-141,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Gabriela Ruiz
per-141,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Gabriela Ruiz
per-141,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Gabriela Ruiz
per-141,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Gabriela Ruiz
per-142,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Pablo Ortiz
per-142,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Pablo Ortiz
per-142,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Pablo Ortiz
per-142,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Pablo Ortiz
per-142,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Pablo Ortiz
per-142,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,B,,,False,Dr. Pablo Ortiz
per-143,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Raj Patel
per-143,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Raj Patel
per-143,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,B,,,False,Dr. Raj Patel
per-143,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Raj Patel
per-143,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Raj Patel
per-143,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Raj Patel
per-144,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Sofia Papadopoulos
per-144,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Sofia Papadopoulos
per-144,S+C-_vs_S-C+,S+C-,S-C+,claude-sonnet-4-6,A,,,False,Dr. Sofia Papadopoulos
per-144,S+C+_vs_S+C-,S+C+,S+C-,gpt-4.1-mini,A,,,False,Dr. Sofia Papadopoulos
per-144,S+C+_vs_S+C-,S+C+,S+C-,deepseek-chat,A,,,False,Dr. Sofia Papadopoulos
per-144,S+C+_vs_S+C-,S+C+,S+C-,claude-sonnet-4-6,A,,,False,Dr. Sofia Papadopoulos
per-145,S+C-_vs_S-C+,S+C-,S-C+,gpt-4.1-mini,A,,,False,Dr. Kofi Mensah
per-145,S+C-_vs_S-C+,S+C-,S-C+,deepseek-chat,A,,,False,Dr. Kofi Mensah
